Customer ID,Title,First Name,Middle Name,Last Name,Suffix,Street Address1,Street Address2,City-ZipCode-State,Birth Date,Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Anomaly_Label,Anomaly_Score
11058,,Marc,,Diaz,,6645 Sinaloa,,Baltimore-21201-Maryland,4/27/54,Partial College,Skilled Manual,M,M,1,2,0,2,119982,87,0,1,1062.812777491878
11060,,Jon,L,Zhou,,6574 Hemlock Ave.,,San Diego-92101-California,3/17/54,Partial College,Skilled Manual,M,M,1,2,0,2,116368,87,0,1,764.1132115073001
11065,,Jessica,,Henderson,,9343 Ironwood Way,,Omaha-68101-Nebraska,10/9/73,Partial College,Skilled Manual,F,M,0,2,0,0,73388,48,1,1,757.2311404056228
11066,,Grace,T,Butler,,4739 Garden Ave.,,Charlotte-28201-North Carolina,11/27/73,Partial College,Professional,F,M,1,2,0,0,61686,50,0,1,922.5659867998603
11070,,Willie,T,Raji,,6260 Vernal Drive,,Albuquerque-87101-New Mexico,4/5/55,High School,Skilled Manual,M,M,1,2,0,2,109883,87,0,1,757.1882196653617
11076,,Blake,,Anderson,,5436 Clear,# 101,Fort Wayne-46801-Indiana,7/13/57,High School,Professional,M,S,1,2,0,2,112044,73,0,1,776.1977840731059
11077,,Leah,,Ye,,1291 Arguello Blvd.,,Jacksonville-32099-Florida,9/19/57,High School,Professional,F,S,0,2,0,2,108728,55,0,1,940.6487123257014
11079,,Donald,,Gonzalez,,4236 Malibu Place,,Houston-77001-Texas,3/11/59,Graduate Degree,Management,M,S,1,2,0,0,172444,87,0,1,1725.9669753503397
11080,,Damien,,Chander,,9941 Stonehedge Dr.,,Washington-20001-DC,7/17/59,Graduate Degree,Management,M,M,1,2,0,0,181590,92,1,1,1713.6186857057785
11081,,Savannah,C,Baker,,1210 Trafalgar Circle,,Miami-33101-Florida,7/24/66,Bachelors,Management,F,M,1,3,2,2,148109,76,0,1,1441.7569143236317
11082,,Angela,L,Butler,,6040 Listing Ct,,Fort Worth-76101-Texas,8/4/66,Graduate Degree,Management,F,S,0,3,1,1,149717,62,1,1,1608.0624987854171
11083,,Alyssa,F,Cox,,867 La Orinda Place,,El Paso-79901-Texas,3/15/66,Graduate Degree,Management,F,M,1,3,1,1,163913,68,1,1,1314.6843727678518
11088,,Hunter,,Davis,,4308 Sand Pointe Lane,,Baltimore-21201-Maryland,11/25/57,Bachelors,Management,M,M,1,0,1,2,129910,104,0,1,819.8115637144916
11090,,Trevor,,Bryant,,5781 Sharon Dr.,,Mesa-85201-Arizona,12/17/57,Partial College,Professional,M,S,1,1,0,2,113883,76,0,1,806.1513505539763
11095,,Chad,,Kumar,,1681 Lighthouse Way,,Oakland-94601-California,9/1/62,Partial College,Skilled Manual,M,S,1,1,0,1,108740,77,0,1,939.3918245332987
11110,,Curtis,,Yang,,4052 Mt. Wilson Way,,Louisville-40201-Kentucky,6/6/62,Partial College,Skilled Manual,M,M,1,1,0,1,77012,74,1,1,799.5830163278857
11125,,Dana,J,Navarro,,8481 Zartop Street,,Plano-75023-Texas,4/8/56,Partial College,Skilled Manual,F,S,1,1,0,1,65730,46,0,1,790.3954706347956
11126,,Shaun,,Carson,,57 Wolf Way,,Chicago-60601-Illinois,4/7/49,High School,Skilled Manual,M,M,0,2,1,2,32857,75,0,1,825.4059607247818
11130,,Caroline,L,Russell,,3884 Bates Court,,Toledo-43601-Ohio,1/6/80,High School,Skilled Manual,F,M,1,2,0,0,34879,48,0,1,1108.2445578481313
11131,,Amanda,,Rivera,,9573 Royal Oak Rd.,,Oakland-94601-California,3/12/80,High School,Skilled Manual,F,M,0,2,0,0,39266,44,0,1,954.2772133924188
11137,,Jasmine,A,Taylor,,2457 Matterhorn Court,,Colorado Springs-80901-Colorado,7/20/78,High School,Skilled Manual,F,M,1,2,0,0,42811,47,0,1,855.3303455390788
11139,,Tanya,,Moreno,,6155 Wilbur Drive,,Durham-27701-North Carolina,11/9/38,Partial College,Clerical,F,S,0,2,0,2,27610,39,0,1,955.129310617154
11141,,Nicole,,Ramirez,,1101 C Street,,Miami-33101-Florida,6/21/77,High School,Skilled Manual,F,M,0,2,0,0,32916,43,0,1,883.1885415923375
11153,,Angela,R,James,,8877 Weatherly Drive,,Stockton-95201-California,6/23/76,High School,Skilled Manual,F,M,1,2,0,0,37229,42,0,1,757.1380323296406
11154,,Megan,G,Walker,,6898 Holiday Hills,,Long Beach-90801-California,8/21/76,Partial College,Skilled Manual,F,S,1,1,0,0,33375,38,0,1,1120.7087043473875
11155,,Hunter,J,Robinson,,8356 Mori Court,,Louisville-40201-Kentucky,1/26/76,Partial College,Skilled Manual,M,S,0,1,0,0,60713,68,1,1,833.6258153392324
11173,,Sarah,F,Thomas,,5636 Mt. Whitney Dr.,,Jacksonville-32099-Florida,9/1/67,Graduate Degree,Management,F,S,0,4,0,0,151318,51,0,1,1335.5837674964457
11174,,Nicholas,,Robinson,,1318 Lasalle Street,,San Diego-92101-California,7/13/67,Graduate Degree,Management,M,M,1,0,1,1,183231,109,1,1,1070.886548612877
11176,,Mason,D,Roberts,,5753 Megan Dr.,,Aurora-80010-Colorado,1/25/68,Bachelors,Management,M,M,1,1,4,4,140875,148,1,1,970.6822343073968
11177,,Jose,M,Flores,,3991 Rambling Rose Drive,,Fort Worth-76101-Texas,7/4/42,Graduate Degree,Management,M,M,1,2,4,4,185657,144,1,1,1525.108520728935
11179,,Molly,E,Rodriguez,,5556 Riverland Dr.,,Detroit-48201-Michigan,6/14/43,Graduate Degree,Management,F,M,1,3,4,4,141844,91,0,1,1321.256598848233
11180,,April,,Anand,,3531 Brookview Drive,,San Diego-92101-California,1/2/43,Bachelors,Management,F,M,1,4,3,3,145176,73,1,1,1300.550652608348
11181,,Devin,P,Martin,,1085 Greenbelt Way,Unit B-105,Fort Worth-76101-Texas,8/8/43,Graduate Degree,Management,M,M,1,2,3,3,184504,126,0,1,1209.8425517396881
11191,,Kristi,E,Perez,,1769 Lislin Ct,,Kansas City-64101-Missouri,12/18/45,Bachelors,Management,F,S,1,3,0,5,80055,47,0,1,836.0879140377524
11198,,Brooke,,Sanders,,5192 Dumbarton Drive,,Cincinnati-45201-Ohio,11/26/46,Bachelors,Management,F,S,1,1,1,4,84010,54,0,1,770.3233087476972
11237,,Clarence,M,Anand,,Welt Platz 6,,Albuquerque-87101-New Mexico,9/23/58,Bachelors,Management,M,S,0,4,3,3,164291,126,1,1,1103.4917308253832
11238,,Mayra,,Prasad,,1119 Elderwood Dr.,#3,Sacramento-94203-California,8/10/58,Bachelors,Management,F,S,0,4,3,3,138418,80,1,1,1134.0167547263136
11240,,Anne,B,Hernandez,,76 Woodcrest Dr.,,Fresno-93701-California,12/11/58,Partial College,Professional,F,M,1,4,3,3,136555,88,1,1,1105.5966714855829
11242,,Larry,,Munoz,,Midi-Couleurs,,Greensboro-27401-North Carolina,11/11/57,Partial College,Professional,M,M,1,3,4,4,160265,153,1,1,1512.2727928518716
11244,,Alexis,M,Coleman,,7140 Camelback Road,,Riverside-92501-California,11/26/57,Bachelors,Management,F,S,0,3,3,3,139552,81,1,1,964.1348453406297
11245,,Ricky,D,Vazquez,,Roßstr 9928,,Fort Worth-76101-Texas,10/27/56,High School,Professional,M,M,0,4,4,4,154573,147,1,1,1421.1643114010428
11246,,Latasha,,Rubio,,Alderstr 7690,,Houston-77001-Texas,10/9/56,High School,Professional,F,M,0,4,4,4,136970,99,0,1,1007.5624050151931
11248,,Tristan,P,Alexander,,"88, avenue des Champs-Elysées",,El Paso-79901-Texas,3/26/55,Partial College,Professional,M,M,1,4,4,4,165394,157,1,1,1103.4917308253832
11250,,Shannon,D,Liu,,4185 Keywood Ct.,,Wichita-67201-Kansas,3/12/55,High School,Professional,F,M,1,2,4,4,140179,98,0,1,1013.2388662107272
11252,,Nicholas,D,Thompson,,504 O St.,,Newark-7101-New Jersey,6/7/32,Graduate Degree,Management,M,S,1,1,0,3,139004,71,0,1,1086.7745856432234
11257,,Jacqueline,,Powell,,4076 Northwood Dr,,Albuquerque-87101-New Mexico,1/6/33,Graduate Degree,Management,F,S,1,4,2,2,146565,59,0,1,1304.5332498637204
11261,,Stephanie,,Collins,,2868 Central Avenue,,Milwaukee-53201-Wisconsin,4/24/65,Graduate Degree,Management,F,M,1,1,2,2,154474,79,0,1,1458.6174961243266
11267,,David,,Diaz,,2075 Browse Ct,,Jersey City-7302-New Jersey,10/2/64,Partial College,Professional,M,S,1,4,2,4,169568,115,1,1,1960.2331493983056
11268,,Katelyn,A,Carter,,3050 Monte Cresta Avenue,,Cincinnati-45201-Ohio,5/3/64,Graduate Degree,Management,F,M,1,2,2,2,145275,80,0,1,1290.2193611940568
11269,,Ryan,W,Foster,,5376 Sahara Drive,,Wichita-67201-Kansas,10/13/64,Graduate Degree,Management,M,M,1,2,2,2,173834,119,1,1,1403.2936257248516
11270,,Robert,L,Lee,,5461 Camino Verde Ct.,,Arlington-76010-Texas,5/4/64,Graduate Degree,Management,M,M,1,3,2,2,180861,119,1,1,1847.3721877304529
11271,,Danielle,C,Reed,,6683 Carrick Ct,,Irvine-92602-California,6/5/64,Bachelors,Management,F,S,0,4,0,2,141306,53,1,1,1128.1050483000242
11283,,Arturo,,Lal,,4593 Mendouno Dr.,,El Paso-79901-Texas,10/26/62,Bachelors,Management,M,M,1,2,3,3,155993,136,1,1,1022.397183094711
11285,,Jeremy,J,Anderson,,7655 Greer Ave,,Boston-2101-Massachusetts,3/19/62,Partial College,Professional,M,M,0,4,3,3,164943,141,1,1,1041.4744355959967
11286,,Hunter,D,Griffin,,4079 Redbird Lane,,Oakland-94601-California,3/3/62,Graduate Degree,Management,M,M,1,4,0,0,169863,93,0,1,1876.211075545606
11290,,Katelyn,,Sanchez,,8869 Climbing Vine Court,,San Francisco-94101-California,8/18/61,Bachelors,Management,F,M,1,3,3,3,145642,88,1,1,1112.3079609532604
11291,,Jenna,,Wright,,232 Pinnacle Drive,,Omaha-68101-Nebraska,5/5/61,Bachelors,Management,F,M,1,3,3,3,130738,89,0,1,796.8977349698015
11292,,Seth,,Phillips,,4361 Loftus Road,,Lexington-40502-Kentucky,11/5/61,Partial College,Professional,M,S,0,3,2,2,150167,112,1,1,1552.6026536110262
11305,,Sean,A,Evans,,7118 Elliott Dr.,,Seattle-98101-Washington,6/19/60,Partial College,Professional,M,M,0,4,3,3,156297,137,0,1,1033.2177892390355
11306,,Micah,A,Zhou,,6105 Brownstone Rd,,Albuquerque-87101-New Mexico,6/22/60,Partial College,Professional,M,M,0,4,3,3,171700,142,1,1,2022.3738526790737
11307,,Hunter,P,Rodriguez,,4343 Cook Street,,Fort Worth-76101-Texas,11/4/54,Partial High School,Skilled Manual,M,M,1,2,0,2,114324,88,0,1,760.3972645926601
11320,,Morgan,M,Hill,,6951 Harmony Way,,Plano-75023-Texas,6/26/37,Graduate Degree,Management,F,M,1,2,0,4,140771,50,0,1,886.0316021452056
11321,,Terrance,D,Raman,,2297 Via Valencia,,Tucson-85701-Arizona,7/8/38,Bachelors,Management,M,M,1,2,0,5,126955,76,0,1,786.3892166096888
11326,,Rafael,M,Xie,,369 Peabody Road,,Corpus Christi-78401-Texas,6/26/39,Bachelors,Management,M,M,1,4,3,3,167552,117,1,1,1029.753368530543
11328,,Julian,M,Griffin,,7398 Withersed Lane,,Wichita-67201-Kansas,1/1/40,Bachelors,Management,M,M,1,2,0,5,133053,79,0,1,1008.3927806167595
11329,,Andy,,Alvarez,,9466 Morning Glory Dr.,,Anaheim-92801-California,7/25/40,Bachelors,Management,M,S,1,2,0,5,146838,71,0,1,1258.0055643756111
11330,,Ryan,M,Thompson,,3407 Pinon Dr.,,Lexington-40502-Kentucky,5/13/40,Graduate Degree,Management,M,M,1,1,4,4,184290,140,0,1,1070.886548612877
11333,,Emily,R,Miller,,9075 Calle Verde,,Philadelphia-19101-Pennsylvania,7/10/62,Graduate Degree,Clerical,F,M,1,0,0,1,36399,51,0,1,834.5351999766098
11334,,Nicole,,Brown,,1135 W St.,,Greensboro-27401-North Carolina,3/22/61,Bachelors,Manual,F,M,1,0,0,1,26675,43,0,1,955.129310617154
11335,,Carla,L,Raman,,Winterfeldtstr 255,,Arlington-76010-Texas,6/24/61,Bachelors,Manual,F,M,1,0,0,1,27831,42,0,1,810.4523428308416
11337,,Jerome,,Romero,,7289 Brookview Dr.,,Charlotte-28201-North Carolina,9/21/61,Bachelors,Manual,M,M,1,0,0,1,28641,69,0,1,785.5883145770435
11344,,Jessie,,Jimenez,,5723 C Wharton Way,,Portland-97201-Oregon,7/24/57,Partial College,Manual,F,M,1,0,0,1,30760,43,0,1,818.8821649053056
11346,,Deanna,E,Gutierrez,,Attaché de Presse,Place d´ Armes,Chula Vista-91910-California,5/22/55,Partial College,Manual,F,S,1,1,0,2,27856,40,0,1,785.5883145770435
11348,,Shawn,,Rai,,Westheimer Straße 7606,,San Antonio-78201-Texas,9/22/55,Partial College,Manual,M,M,1,1,0,2,34162,68,0,1,1029.1617948602639
11354,,Deanna,,Suarez,,Dunckerstr 22525,,Anaheim-92801-California,2/23/42,Partial College,Manual,F,M,1,0,0,1,13044,37,0,1,809.1254538079988
11357,,Ramon,,Ye,,3245 Vista Oak Dr.,,Las Vegas-89101-Nevada,3/23/79,Partial College,Manual,M,S,0,1,0,0,14342,55,0,1,824.5150089598127
11361,,Cindy,G,Ramos,,6565 Jamie Way,,Charlotte-28201-North Carolina,4/28/77,High School,Manual,F,M,1,2,0,0,11376,39,0,1,882.9258179484842
11364,,Jennifer,,Collins,,4536 Killdeer Court,,Tulsa-74101-Oklahoma,9/23/79,High School,Manual,F,S,0,0,1,1,13853,47,1,1,809.1254538079988
11367,,Calvin,J,Nara,,5795 Morning Glory Dr.,,Raleigh-27601-North Carolina,2/22/79,Bachelors,Clerical,M,M,1,0,0,0,41970,62,0,1,872.0149081294425
11368,,Edward,,Miller,,598 Limeridge Drive,,Los Angeles-90001-California,11/25/78,High School,Manual,M,S,0,0,1,1,27256,73,0,1,912.5678056999382
11371,,Lacey,C,Jai,,6208 Prestwick Dr.,,Colorado Springs-80901-Colorado,5/27/78,Bachelors,Clerical,F,M,1,0,0,0,26344,41,0,1,776.0109535309408
11372,,Wendy,H,Romero,,24 San Vincente Drive,,Memphis-37501-Tennessee,5/15/78,Bachelors,Clerical,F,S,1,0,0,0,35279,47,0,1,1029.0204079608918
11381,,Meredith,,Raman,,6092 Chestnut,,Oakland-94601-California,8/22/59,Partial College,Manual,F,M,1,1,0,2,11073,41,0,1,872.3680415971231
11404,,Megan,E,Taylor,,Berliner Platz 43,,Pittsburgh-15201-Pennsylvania,1/1/52,Partial College,Manual,F,S,0,2,0,3,17764,39,0,1,889.4695048173378
11409,,Jacqueline,H,Hayes,,"33, rue Georges-Clémenceau",,Nashville-37201-Tennessee,3/5/68,High School,Manual,F,S,1,1,2,2,24171,55,0,1,820.7009199458716
11411,,Devin,A,Ross,,Postenweg 2428,,Santa Ana-92701-California,2/12/54,Partial College,Professional,M,M,0,1,2,3,118844,111,1,1,958.4247492630811
11415,,Randy,H,She,,Roßstr 5538,,Oklahoma City-73101-Oklahoma,6/5/44,Partial College,Professional,M,S,0,2,0,5,133666,73,0,1,822.6961772124628
11419,,Kyle,D,Scott,,9381 Alpine Rd.,,Raleigh-27601-North Carolina,2/18/45,Graduate Degree,Management,M,M,1,4,4,4,173468,147,1,1,1241.9601442880523
11422,,Dustin,F,Deng,,8185 Sol Street,,Columbus-43085-Ohio,9/1/46,Bachelors,Management,M,M,1,3,4,4,178271,153,1,1,1843.3908972325974
11426,,Kristopher,,Mehta,,Herzogstr 328,Einkaufsabteilung,Omaha-68101-Nebraska,10/2/53,Bachelors,Management,M,M,1,4,4,4,167289,157,1,1,1004.005976077832
11427,,Desiree,S,Dominguez,,Holzstr 4222,,Los Angeles-90001-California,12/18/53,Partial College,Professional,F,M,1,2,5,5,135157,104,1,1,1281.7917147493192
11428,,Deanna,,Perez,,Marienplatz 56,,Omaha-68101-Nebraska,8/22/53,Bachelors,Management,F,S,1,2,5,5,141365,103,1,1,1120.8202353633699
11431,,Bryant,,Garcia,,Am Gallberg 94,,San Antonio-78201-Texas,10/27/52,Partial College,Professional,M,M,1,2,5,5,155272,169,1,1,1005.5913683002653
11434,,Andre,,Lopez,,638 Shangri-la Rd.,,Omaha-68101-Nebraska,5/6/51,Partial College,Professional,M,M,1,4,5,5,157571,160,1,1,1486.4262511137242
11450,,Brett,,Mehta,,7411 Crivello Avenue,,Los Angeles-90001-California,11/12/75,High School,Management,M,S,1,4,5,5,168818,150,1,1,1207.7466621771307
11456,,Jon,C,Gao,,6455 Garnet Lane,,Durham-27701-North Carolina,7/8/74,Partial High School,Professional,M,M,1,4,5,5,148624,165,0,1,1159.8142092593969
11460,,Melvin,R,Chande,,5075 Reading Dr.,,Lexington-40502-Kentucky,10/7/72,Bachelors,Professional,M,S,0,3,0,0,131594,78,0,1,947.7336123616171
11466,,Grant,H,Tang,,2710 Saddlehill Lane,,Anchorage-99501-Alaska,8/3/71,Partial High School,Management,M,M,1,4,5,5,161354,166,1,1,1111.8763420452833
11467,,Arturo,C,Zheng,,9719 Hamilton Ave,,St. Louis-63101-Missouri,10/7/69,Graduate Degree,Management,M,M,1,4,5,5,184160,173,1,1,976.2346029515651
11469,,Edwin,,Raji,,6045 Nightingale Drive,,Baltimore-21201-Maryland,4/16/73,Partial High School,Manual,M,S,0,2,0,0,16778,52,0,1,821.0913469279773
11487,,Morgan,C,Jones,,"55, impasse Notre-Dame",,Albuquerque-87101-New Mexico,7/9/71,Partial High School,Manual,F,S,0,2,0,0,11294,37,0,1,777.7962458124879
11489,,Deborah,S,Goel,,3670 All Ways Drive,,Corpus Christi-78401-Texas,3/7/71,Partial High School,Manual,F,S,0,2,0,0,12493,37,0,1,827.8973366305752
11522,,Christian,J,Hughes,,3279 W 46th St,,Omaha-68101-Nebraska,12/23/55,Graduate Degree,Skilled Manual,M,M,1,0,0,5,152220,93,0,1,968.0965860904582
11524,,Alyssa,L,Jackson,,8752 Greenway Drive,,San Diego-92101-California,1/23/56,Partial College,Clerical,F,M,1,1,0,1,40792,53,0,1,932.3304135337429
11532,,Lauren,,Miller,,6437 Brookview Dr.,,Stockton-95201-California,2/26/57,Partial College,Clerical,F,M,1,1,0,1,35124,50,0,1,858.067013699979
11574,,Karla,V,Luo,,7390 Discovery Bay,,Austin-73301-Texas,7/17/65,High School,Manual,F,S,1,1,2,2,14641,55,0,1,899.8088685937697
11593,,Armando,,Moreno,,"121, rue de Cambrai",,Atlanta-30301-Georgia,3/25/77,High School,Manual,M,S,1,1,0,0,10227,60,1,1,1072.5003496502927
11598,,Meredith,B,Ruiz,,Holzstr 6444,,Atlanta-30301-Georgia,7/2/78,Partial College,Clerical,F,S,1,3,3,3,41092,68,1,1,907.9146435651317
11676,,Alan,,Hu,,970 Pheasant Circle,,Miami-33101-Florida,2/13/66,Graduate Degree,Professional,M,M,1,0,0,0,143799,87,0,1,987.0840896296526
11683,,Greg,M,Taylor,,1052 Stanford Street,,Los Angeles-90001-California,1/5/69,Graduate Degree,Professional,M,M,1,0,0,2,148045,91,0,1,1258.0055643756111
11727,,Benjamin,,Taylor,,2078 Jennifer Way,,Columbus-43085-Ohio,7/9/67,Graduate Degree,Professional,M,S,0,1,0,0,118322,76,1,1,824.5999029832589
11749,,Eduardo,C,Jackson,,5524 Virgil St,,Toledo-43601-Ohio,9/13/69,Graduate Degree,Management,M,M,0,1,4,4,143760,153,1,1,921.007057519105
11763,,Ross,R,Fernandez,,8461 Everett Ct,,Stockton-95201-California,2/11/67,Graduate Degree,Management,M,M,1,2,5,5,146667,175,1,1,1382.8879202596283
11765,,Marc,,Torres,,1439 N. Michell Canyon Road,,Kansas City-64101-Missouri,10/11/66,Bachelors,Professional,M,M,1,3,5,5,134989,165,1,1,1062.4043486356784
11831,,Christian,,Ross,,971 Harness Circle,,Kansas City-64101-Missouri,11/24/69,Graduate Degree,Professional,M,M,1,0,0,3,161350,92,0,1,1236.0800944922623
11885,,Kurt,,Sharma,,4461 Centennial Way,,El Paso-79901-Texas,9/25/59,Graduate Degree,Professional,M,M,1,0,0,2,148151,90,1,1,1152.1180495070807
11892,,Julio,M,Ortega,,1681 Via Estrella,,Corpus Christi-78401-Texas,10/8/69,Graduate Degree,Management,M,M,1,0,0,1,151321,89,1,1,972.1800244810629
11895,,Dustin,,Chander,,5553 Cash Avenue,,Virginia Beach-23450-Virginia,7/21/69,Graduate Degree,Management,M,M,1,0,0,1,136224,87,0,1,838.0501178330566
11896,,Frank,,Carlson,,8851 Northridge Dr.,,Oakland-94601-California,11/18/69,Graduate Degree,Management,M,M,1,0,0,1,156160,89,1,1,755.634170746665
11898,,Angela,T,Henderson,,9377 Ash Lane,,Pittsburgh-15201-Pennsylvania,7/3/70,Graduate Degree,Management,F,M,1,1,4,4,129784,94,1,1,755.3019263844095
11903,,Kate,L,Raji,,1225 Santa Lucia,,Anchorage-99501-Alaska,4/27/69,Graduate Degree,Management,F,S,1,0,0,1,152413,54,1,1,1007.5440437023088
11910,,Jaclyn,F,Zheng,,7413 Alpine Drive,,Honolulu-96801-Hawaii,6/12/66,Graduate Degree,Management,F,M,1,3,5,5,131704,100,1,1,804.6912451369159
11940,,Tyler,E,Miller,,9231 Brook Hollow Ct.,,Durham-27701-North Carolina,7/12/77,Bachelors,Management,M,M,1,3,0,3,134132,87,0,1,1013.0365245142941
11943,,Dawn,E,Huang,,1318 Ramer Ct.,,Saint Paul-55101-Minnesota,2/27/49,Partial High School,Clerical,F,M,1,2,1,2,33975,55,0,1,785.5068427454977
11977,,Bonnie,,Jai,,2544 Ashley Way,,San Jose-95101-California,5/23/59,Graduate Degree,Management,F,M,1,3,1,1,142941,68,0,1,909.4707252023014
11978,,Jackson,,Washington,,1374 Queens Road,,Washington-20001-DC,10/22/66,Graduate Degree,Management,M,M,1,3,1,1,183594,106,1,1,951.5771119567768
11994,,Leah,,Hu,,1374 Queens Road,,Tulsa-74101-Oklahoma,10/22/66,Graduate Degree,Management,F,S,0,3,0,0,149565,63,0,1,1288.765300588125
12010,,Max,E,Serrano,,1640 Windmill Way,,Baltimore-21201-Maryland,2/26/57,Partial College,Skilled Manual,M,M,1,1,0,1,137348,91,0,1,1105.3420285142513
12050,,Aaron,M,Young,,6350 Plumas Court,,Aurora-80010-Colorado,9/14/67,Graduate Degree,Management,M,S,0,1,1,1,167771,101,1,1,756.5784823797198
12052,,Makayla,R,Ward,,9023 Brush Creek Court,,Baltimore-21201-Maryland,5/27/67,Bachelors,Management,F,S,0,2,1,1,138105,64,1,1,1026.8495508106337
12053,,Cedric,A,Gao,,4283 Meaham Drive,,Oklahoma City-73101-Oklahoma,5/15/67,Graduate Degree,Management,M,S,1,2,0,0,166731,87,0,1,1041.8704334033096
12056,,Ian,,Ward,,3710 Via Appia,,Long Beach-90801-California,6/15/42,Graduate Degree,Management,M,M,1,3,4,4,182793,147,0,1,1550.1109637700135
12057,,Madeline,M,Collins,,1124 Leeds Ct. West,,Greensboro-27401-North Carolina,3/15/43,Graduate Degree,Management,F,M,1,3,4,4,153408,91,0,1,1218.6324302266044
12059,,Jason,L,Jenkins,,8480 Zebra Street,,Pittsburgh-15201-Pennsylvania,6/2/43,Bachelors,Management,M,M,1,4,3,3,167165,131,0,1,829.0084438653204
12060,,Andrew,T,Wedge,,9263 Mt. Mckinley Ct.,,Seattle-98101-Washington,4/16/43,Graduate Degree,Management,M,S,0,2,3,3,177094,117,1,1,1365.2318484418681
12061,,Bryce,,Brooks,,5508 Glenmount Dr.,,Greensboro-27401-North Carolina,5/9/43,Bachelors,Management,M,M,1,4,3,3,164222,130,0,1,1059.3110968926928
12123,,Wesley,A,Liang,,6048 Nightingale Drive,,Oakland-94601-California,6/14/58,Bachelors,Management,M,M,1,2,3,3,163112,140,0,1,1282.3111946793572
12126,,Tammy,,Raman,,5760 Las Palmas,,Jersey City-7302-New Jersey,11/18/57,High School,Professional,F,M,1,1,4,4,144284,102,1,1,811.4881391616269
12134,,Hector,L,Alonso,,5276 Whitehall Drive,,Bakersfield-93301-California,9/23/55,High School,Professional,M,M,1,4,3,3,168190,139,1,1,992.3467136036678
12135,,Fernando,W,Taylor,,7386 Rolph Park Drive,,Portland-97201-Oregon,4/11/57,Partial College,Professional,M,M,1,0,1,2,118044,103,1,1,824.154718484339
12137,,Jack,,Green,,1224 Shoenic,,Austin-73301-Texas,11/4/32,Graduate Degree,Management,M,M,1,1,0,3,136802,71,0,1,907.1471765926409
12146,,Xavier,,Thomas,,5139 The Trees Dr,,Greensboro-27401-North Carolina,7/14/65,Bachelors,Management,M,S,0,4,2,3,173102,112,1,1,1142.3694673790962
12150,,Logan,M,Wang,,3328 North Wateroak Ct,#8,Arlington-76010-Texas,8/12/64,Graduate Degree,Management,M,M,1,2,2,2,183218,124,1,1,1349.7592377902067
12151,,Steven,M,Kelly,,8625 Olive Ave.,,Tampa-33601-Florida,5/12/64,Bachelors,Management,M,M,1,3,2,2,158802,125,1,1,1425.0242103206529
12152,,Adrian,K,Ramirez,,1461 Dantley Way,,Irvine-92602-California,3/26/64,Bachelors,Management,M,M,1,3,2,2,169182,120,1,1,1126.2459766853776
